player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr,week,year
Devin Duvernay,40006,WR,BLT,1,2,0,3,13.0,0,100.0,,0,0,0.0,0,1,0,64.7,62.5,0,16,0.0,0,14,1,85.7,12,118.8,1,50.0,0,16,3,3.0,16.0,1.33,0,22.0,0,100.0,,0,0,0.0,0,1,0,64.7,69.8,0,26,0.0,0,5,1,100.0,5,118.8,1,50.0,0,26,4,4.0,26.0,5.2,2,2022
DeVante Parker,9447,WR,NE,1,2,0,19,19.0,0,0.0,,0,0,,0,0,0,,51.5,0,0,0.0,0,15,0,93.3,14,39.6,1,50.0,0,0,0,,,0.0,0,32.0,0,0.0,,0,0,,0,0,0,,54.5,1,0,0.0,0,12,0,91.7,11,0.0,1,50.0,0,0,0,,,0.0,2,2022
Danny Gray,121926,WR,SF,1,2,0,28,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Cameron Brate,9207,TE,TB,1,2,0,30,,0,,,0,0,,0,0,0,,52.7,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,0,4.0,2,100.0,,0,0,0.0,0,0,0,64.7,65.0,0,9,7.7,1,13,1,92.3,12,104.2,1,50.0,0,9,5,5.0,9.0,0.75,2,2022
Jerick McKinnon,8731,HB,KC,1,2,0,16,7.0,0,100.0,,0,0,0.0,0,1,0,64.7,67.5,0,9,28.6,4,14,1,71.4,10,143.8,1,50.0,1,9,2,2.0,9.0,0.9,0,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.2,0,-5,40.0,2,5,1,60.0,3,79.2,1,50.0,0,-5,1,1.0,-5.0,-1.67,2,2022
Damien Harris,35134,HB,NE,1,2,0,19,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,60.9,0,5,33.3,2,6,1,66.7,4,87.5,1,50.0,0,5,6,6.0,5.0,1.25,0,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.5,0,11,0.0,0,5,1,80.0,4,112.5,1,50.0,0,11,8,8.0,11.0,2.75,2,2022
Ty Johnson,45769,HB,NYJ,1,2,0,22,,0,,,0,0,,0,0,0,,59.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,53.7,0,0,28.6,2,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,2,2022
A.J. Dillon,57165,HB,GB,1,2,0,12,3.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,60.2,0,6,0.0,0,5,1,100.0,5,91.7,1,50.0,0,6,3,3.0,6.0,1.2,0,4.0,0,0.0,,0,0,,0,0,0,,54.5,0,0,0.0,0,9,0,100.0,9,39.6,1,50.0,0,0,0,,,0.0,2,2022
David Montgomery,45719,HB,CHI,1,2,0,6,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,64.7,0,7,33.3,1,3,1,66.7,2,95.8,1,50.0,0,7,3,3.0,7.0,3.5,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.0,0,7,10.0,1,10,1,90.0,9,95.8,1,50.0,0,7,9,9.0,7.0,0.78,2,2022
Olamide Zaccheaus,44920,WR,ATL,1,2,0,2,,0,,,0,0,,0,0,0,,59.3,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,8.0,0,100.0,,0,0,0.0,0,1,0,64.7,64.9,0,10,0.0,0,12,1,83.3,10,108.3,1,50.0,0,10,2,2.0,10.0,1.0,2,2022
Devin Singletary,40485,HB,BUF,1,2,0,4,,0,,,0,0,,0,0,0,,55.1,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,0,0,68.3,56.1,0,1,4.3,1,23,2,91.3,21,79.2,2,100.0,0,2,0,0.0,1.0,0.1,2,2022
Kareem Hunt,11841,HB,CLV,1,2,0,8,-6.0,0,100.0,,0,0,0.0,0,1,0,64.7,69.1,0,11,33.3,2,6,1,66.7,4,112.5,1,50.0,0,11,17,17.0,11.0,2.75,0,4.0,1,100.0,,0,0,0.0,0,0,0,64.7,57.7,0,5,30.0,3,10,1,70.0,7,87.5,1,50.0,0,5,1,1.0,5.0,0.71,2,2022
Cam Akers,57206,HB,LA,1,2,0,26,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,0.0,0,100.0,,0,0,0.0,0,1,0,68.3,75.2,0,10,25.0,2,8,2,75.0,6,104.2,2,100.0,0,18,18,9.0,9.0,3.0,2,2022
Andre Baccellia,47901,WR,ARZ,1,2,0,1,,0,,,0,0,,0,0,0,,55.4,0,0,0.0,0,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,0,3.5,0,100.0,,0,0,0.0,0,1,0,68.3,68.8,0,11,0.0,0,7,2,100.0,7,91.7,2,100.0,0,12,5,2.5,6.0,1.71,2,2022
Noah Fant,42388,TE,SEA,1,2,0,29,,0,,,0,0,,0,0,0,,58.6,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,3.0,0,100.0,,0,0,0.0,0,0,0,68.3,55.5,0,7,7.1,1,14,2,78.6,11,89.6,2,100.0,0,11,5,2.5,5.5,1.0,2,2022
Quez Watkins,61664,WR,PHI,1,2,0,24,,0,,,0,0,,0,0,0,,59.0,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,64.7,65.9,0,0,0.0,0,19,0,89.5,17,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jalen Reagor,61697,WR,MIN,1,2,0,18,3.0,0,0.0,,0,0,,0,0,0,,57.8,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Will Dissly,30762,TE,SEA,1,2,0,29,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.5,0,100.0,,0,0,0.0,0,0,0,68.3,56.7,0,2,15.4,2,13,2,76.9,10,79.2,2,100.0,0,0,3,1.5,0.0,0.0,2,2022
Zach Pascal,12303,WR,PHI,1,2,0,24,,0,,,0,0,,0,0,0,,58.7,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,57.5,0,8,0.0,0,11,1,90.9,10,100.0,1,50.0,0,8,4,4.0,8.0,0.8,2,2022
Albert Okwuegbunam,41933,TE,DEN,1,2,0,10,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,0,6.5,0,0.0,0.0,0,1,100.0,1,0,0,27.9,39.0,0,0,7.7,1,13,0,76.9,10,39.6,2,100.0,0,0,0,,,0.0,2,2022
Rhamondre Stevenson,98689,HB,NE,1,2,0,19,2.0,0,0.0,,0,0,,0,0,0,,53.4,0,0,33.3,5,15,0,66.7,10,39.6,1,50.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.8,0,4,0.0,0,12,1,100.0,12,83.3,1,50.0,0,4,4,4.0,4.0,0.33,2,2022
Kylen Granson,40630,TE,IND,1,2,0,14,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,60.5,0,8,0.0,0,3,1,100.0,3,100.0,1,50.0,0,8,7,7.0,8.0,2.67,0,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.0,0,6,0.0,0,7,1,100.0,7,91.7,1,50.0,0,6,4,4.0,6.0,0.86,2,2022
River Cracraft,47417,WR,MIA,1,2,0,17,4.0,0,50.0,0.0,0,1,0.0,0,1,0,64.7,71.4,0,2,0.0,0,5,1,100.0,5,95.8,2,100.0,1,2,0,0.0,2.0,0.4,0,,0,,,0,0,,0,0,0,,56.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,2,2022
Hassan Haskins,83701,HB,TEN,1,1,0,31,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.9,0,0,0.0,0,9,1,88.9,8,79.2,1,100.0,0,0,6,6.0,0.0,0.0,2,2022
Hunter Henry,10669,TE,NE,1,1,0,19,4.0,0,0.0,,0,0,,0,0,0,,51.1,0,0,0.0,0,9,0,88.9,8,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,52.4,0,0,0.0,0,13,0,92.3,12,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jeremy Ruckert,84029,TE,NYJ,1,1,0,22,,0,,,0,0,,0,0,0,,58.0,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,53.4,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,2,2022
Daniel Bellinger,84041,TE,NYG,1,1,0,21,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,1,0,64.7,59.8,0,16,0.0,0,20,1,90.0,18,158.3,1,100.0,1,16,15,15.0,16.0,0.89,2,2022
Michael Burton,9601,FB,KC,1,1,0,16,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,65.4,0,2,0.0,0,1,1,100.0,1,79.2,1,100.0,0,2,4,4.0,2.0,2.0,2,2022
Jamison Crowder,9538,WR,BUF,1,1,0,4,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,8.0,0,100.0,,0,0,0.0,0,1,0,64.7,65.0,0,16,0.0,0,10,1,90.0,9,118.8,1,100.0,0,16,8,8.0,16.0,1.78,2,2022
Dax Milne,84147,WR,WAS,1,1,0,32,,0,,,0,0,,0,0,0,,59.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Ameer Abdullah,9487,HB,LV,1,1,0,23,-3.0,0,100.0,,0,0,0.0,0,1,0,64.7,76.7,0,23,0.0,0,4,1,100.0,4,118.8,1,100.0,0,23,26,26.0,23.0,5.75,0,,0,,,0,0,,0,0,0,64.7,69.5,0,0,28.6,2,7,0,57.1,4,0.0,0,0.0,0,0,0,,,0.0,2,2022
Melvin Gordon III,9448,HB,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,58.2,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,60.3,0,6,16.7,1,6,1,83.3,5,91.7,1,100.0,0,6,1,1.0,6.0,1.2,2,2022
Kyle Philips,84463,WR,TEN,1,1,0,31,,0,,,0,0,,0,0,0,,59.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.6,0,5,0.0,0,5,1,80.0,4,87.5,1,100.0,0,5,7,7.0,5.0,1.25,2,2022
Ryan Griffin,7982,TE,CHI,1,1,0,6,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,16.0,0,100.0,,0,0,0.0,0,1,0,64.7,79.6,0,18,0.0,0,3,1,100.0,3,118.8,1,100.0,0,18,2,2.0,18.0,6.0,2,2022
Kyle Juszczyk,7912,FB,SF,1,1,0,28,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,5.0,0,0.0,,0,0,,0,0,0,,53.4,0,0,12.5,1,8,0,87.5,7,39.6,1,100.0,0,0,0,,,0.0,2,2022
Avery Williams,42873,HB,ATL,1,1,0,2,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.9,0,6,37.5,3,8,1,50.0,4,91.7,1,100.0,0,6,9,9.0,6.0,1.5,2,2022
Josh Jacobs,45953,HB,LV,1,1,0,23,,0,,,0,0,,0,0,0,,56.5,0,0,16.7,1,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,0,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.6,0,12,46.2,6,13,1,53.8,7,116.7,1,100.0,0,12,16,16.0,12.0,1.71,2,2022
Deonte Harty,91470,WR,NO,1,1,0,20,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,9.0,0,100.0,,0,0,0.0,0,0,0,64.7,48.6,0,9,0.0,0,6,1,100.0,6,104.2,1,100.0,0,9,0,0.0,9.0,1.5,2,2022
Lil'Jordan Humphrey,42247,WR,NE,1,1,0,19,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,7.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.1,0,11,0.0,0,3,1,100.0,3,112.5,1,100.0,0,11,4,4.0,11.0,3.67,2,2022
Mitchell Wilcox,47234,TE,CIN,1,1,0,7,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.9,0,3,0.0,0,3,1,100.0,3,79.2,1,100.0,0,3,2,2.0,3.0,1.0,2,2022
Durham Smythe,47257,TE,MIA,1,1,0,17,,0,,,0,0,,0,0,0,,59.4,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,48.8,0,0,8.3,1,12,0,91.7,11,0.0,0,0.0,0,0,0,,,0.0,2,2022
Drew Sample,47259,TE,CIN,1,1,0,7,,0,,,0,0,,0,0,0,,,0,0,100.0,2,2,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,62.6,0,-4,75.0,3,4,1,25.0,1,79.2,1,100.0,0,-4,0,0.0,-4.0,-4.0,2,2022
Khalil Herbert,41668,HB,CHI,1,1,0,6,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,1,100.0,,0,0,0.0,0,0,0,64.7,64.3,0,3,0.0,0,2,1,100.0,2,79.2,1,100.0,0,3,5,5.0,3.0,1.5,2,2022
Josh Gordon,7618,WR,TEN,1,1,0,31,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,13.0,0,0.0,,0,0,,0,0,0,,54.2,0,0,0.0,0,5,0,80.0,4,39.6,1,100.0,0,0,0,,,0.0,2,2022
Stephen Sullivan,40411,TE,CAR,1,1,0,5,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,13.0,0,100.0,,0,0,0.0,0,1,0,64.7,87.2,0,13,0.0,0,2,1,100.0,2,118.8,1,100.0,0,13,0,0.0,13.0,6.5,2,2022
Boston Scott,39462,HB,PHI,1,1,0,24,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.4,0,2,0.0,0,8,1,100.0,8,79.2,1,100.0,0,2,0,0.0,2.0,0.25,2,2022
Adam Prentice,35639,FB,NO,1,1,0,20,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,100.0,,0,0,0.0,0,0,1,64.7,26.6,0,2,0.0,0,3,1,100.0,3,79.2,1,100.0,0,2,0,0.0,2.0,0.67,2,2022
Marquise Goodwin,7859,WR,SEA,1,1,0,29,,0,,,0,0,,0,0,0,,58.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,0.0,,0,0,,0,0,0,,53.2,0,0,0.0,0,16,0,93.8,15,39.6,1,100.0,0,0,0,,,0.0,2,2022
Ray-Ray McCloud III,47895,WR,SF,1,1,0,28,,0,,,0,0,,0,0,0,,59.8,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,13.0,0,100.0,,0,0,0.0,0,1,0,64.7,66.8,0,16,0.0,0,7,1,85.7,6,118.8,1,100.0,0,16,3,3.0,16.0,2.67,2,2022
Parris Campbell,47940,WR,IND,1,1,0,14,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,53.4,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,2,2022
Brandon Powell,48036,WR,LA,1,1,0,26,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.8,0,6,0.0,0,3,1,100.0,3,91.7,1,100.0,0,6,1,1.0,6.0,2.0,2,2022
Jeff Smith,48055,WR,NYJ,1,1,0,22,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,57.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,2,2022
Kendall Hinton,34045,WR,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,13,0,76.9,10,0.0,0,0.0,0,0,0,,,0.0,0,9.0,0,100.0,,0,0,0.0,0,1,0,64.7,62.4,0,20,0.0,0,15,1,80.0,12,118.8,1,100.0,0,20,11,11.0,20.0,1.67,2,2022
Craig Reynolds,94383,HB,DET,1,1,0,11,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,80.1,0,13,0.0,0,2,1,100.0,2,118.8,1,100.0,0,13,9,9.0,13.0,6.5,2,2022
Cedrick Wilson,48170,WR,MIA,1,1,0,17,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,7.0,0,0.0,,0,0,,0,0,0,,53.2,0,0,0.0,0,10,0,90.0,9,39.6,1,100.0,0,0,0,,,0.0,2,2022
D'Wayne Eskridge,29573,WR,SEA,1,1,0,29,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.4,0,6,0.0,0,4,1,100.0,4,91.7,1,100.0,0,6,8,8.0,6.0,1.5,2,2022
Sony Michel,27589,HB,LAC,1,1,0,27,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.0,0,6,0.0,0,2,1,100.0,2,91.7,1,100.0,0,6,3,3.0,6.0,3.0,2,2022
Parker Hesse,48369,TE,ATL,1,1,0,2,,0,,,0,0,,0,0,0,,58.2,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,51.5,0,0,23.1,3,13,0,69.2,9,0.0,0,0.0,0,0,0,,,0.0,2,2022
Dan Arnold,51842,TE,JAX,1,1,0,15,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,55.3,0,8,0.0,0,5,1,100.0,5,100.0,1,100.0,0,8,9,9.0,8.0,1.6,2,2022
Ross Dwelley,20994,TE,SF,1,1,0,28,,0,,,0,0,,0,0,0,,55.1,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,16.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.3,0,38,0.0,0,8,1,87.5,7,158.3,1,100.0,1,38,22,22.0,38.0,5.43,2,2022
Joe Fortson,94384,TE,KC,1,1,0,16,5.0,0,0.0,0.0,0,1,,0,0,0,,56.5,0,0,25.0,1,4,0,75.0,3,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2,2022
Rachaad White,131633,HB,TB,1,1,0,30,,0,,,0,0,,0,0,0,,58.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,3.0,0,0.0,,0,0,100.0,1,0,0,27.9,29.1,0,0,0.0,0,4,0,100.0,4,39.6,1,100.0,0,0,0,,,0.0,2,2022
Giovanni Ricci,13756,TE,CAR,1,1,0,5,,0,,,0,0,,0,0,0,,54.0,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,7.0,0,100.0,,0,0,0.0,0,1,0,64.7,79.2,0,16,25.0,1,4,1,50.0,2,118.8,1,100.0,0,16,9,9.0,16.0,8.0,2,2022
Joshua Kelley,13750,HB,LAC,1,1,0,27,,0,,,0,0,,0,0,0,,58.1,0,0,50.0,2,4,0,25.0,1,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.6,0,3,14.3,1,7,1,85.7,6,79.2,1,100.0,0,3,3,3.0,3.0,0.5,2,2022
Zander Horvath,57384,FB,LAC,1,1,0,27,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,60.0,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jonathan Taylor,57488,HB,IND,1,1,0,14,,0,,,0,0,,0,0,0,,56.1,0,0,25.0,2,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,1.0,1,100.0,,0,0,0.0,0,0,0,64.7,65.7,0,9,11.1,1,9,1,88.9,8,104.2,1,100.0,0,9,8,8.0,9.0,1.13,2,2022
Cordarrelle Patterson,7810,HB,ATL,1,1,0,2,,0,,,0,0,,0,0,0,,59.6,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,0.0,,0,0,100.0,1,0,0,27.9,33.3,1,0,33.3,4,12,0,66.7,8,0.0,1,100.0,0,0,0,,,0.0,2,2022
Brock Wright,60994,TE,DET,1,1,0,11,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,15.0,0,100.0,,0,0,0.0,0,1,0,64.7,87.5,0,25,28.6,2,7,1,71.4,5,118.8,1,100.0,0,25,10,10.0,25.0,5.0,2,2022
Cole Kmet,60995,TE,CHI,1,1,0,6,,0,,,0,0,,0,0,0,,58.6,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,0.0,,0,0,100.0,1,0,0,27.9,35.2,0,0,0.0,0,11,0,100.0,11,39.6,1,100.0,0,0,0,,,0.0,2,2022
Breece Hall,97636,HB,NYJ,1,1,0,22,,0,,,0,0,,0,0,0,,57.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,64.7,79.5,0,0,33.3,1,3,0,0.0,0,0.0,0,0.0,0,0,0,,,,2,2022
Quintin Morris,61182,TE,BUF,1,1,0,4,,0,,,0,0,,0,0,0,,57.0,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,54.0,0,6,25.0,2,8,1,75.0,6,91.7,1,100.0,0,6,4,4.0,6.0,1.0,2,2022
David Bell,97989,WR,CLV,1,1,0,8,,0,,,0,0,,0,0,0,,58.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.1,0,6,0.0,0,9,1,100.0,9,91.7,1,100.0,0,6,0,0.0,6.0,0.67,2,2022
Dennis Houston,61295,WR,DAL,1,1,0,9,9.0,0,0.0,,0,0,,0,0,0,,53.6,0,0,0.0,0,10,0,80.0,8,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jamal Agnew,11920,WR,JAX,1,1,0,15,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,41.0,0,0.0,0.0,0,1,100.0,1,0,0,27.9,39.7,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0,2,2022
Donovan Peoples-Jones,61439,WR,CLV,1,1,0,8,12.0,0,0.0,0.0,0,1,,0,0,0,,53.3,0,0,0.0,0,7,0,100.0,7,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,52.1,0,0,0.0,0,18,0,100.0,18,0.0,0,0.0,0,0,0,,,0.0,2,2022
Jamaal Williams,11889,HB,DET,1,1,0,11,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.1,0,7,0.0,0,5,1,100.0,5,95.8,1,100.0,0,7,2,2.0,7.0,1.4,2,2022
Samaje Perine,11869,HB,CIN,1,1,0,7,,0,,,0,0,,0,0,0,,57.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,1.0,1,100.0,,0,0,0.0,0,0,0,64.7,59.4,0,8,28.6,2,7,1,71.4,5,100.0,1,100.0,0,8,7,7.0,8.0,1.6,2,2022
Tylan Wallace,61577,WR,BLT,1,1,0,3,6.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,58.6,0,9,0.0,0,4,1,100.0,4,104.2,1,100.0,0,9,3,3.0,9.0,2.25,0,,0,,,0,0,,0,0,0,,57.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,2,2022
